component_number	matrix	partition_name	edges	nodes_in_component	component_density	BUSCO_ID	BUSCO_description	SwissProt_accession	SwissProt_description	GO_annotations	ribo_found
2	Ryan2013_est	gene150	4	55	0.09292929292929293			P21670.1	RecName: Full=Proteasome subunit alpha type-4; AltName: Full=Macropain subunit C9; AltName: Full=Multicatalytic endopeptidase complex subunit C9; AltName: Full=Proteasome component C9; AltName: Full=Proteasome subunit L	GO:0005737; GO:0005829; GO:0005634; GO:0000932; GO:0005839; GO:0019773; GO:0004175; GO:0004298; GO:0010498; GO:0010499; GO:0043161	False
2	Simion2017	V2META14579-42-Calc_Hmm10-BMGE05	4	55	0.09292929292929293			A2Y9X7.2	RecName: Full=Proteasome subunit alpha type-4-1; AltName: Full=20S proteasome alpha subunit C; AltName: Full=20S proteasome subunit alpha-3	GO:0005737; GO:0005634; GO:0019773; GO:0004298; GO:0006511	False
2	Philippe2009	nsf1-I	6	55	0.09292929292929293	EOG091G18Z5	SUZ RNA binding domain containing 1	O14126.1	RecName: Full=26S proteasome regulatory subunit 6A	GO:0005829; GO:0005634; GO:0008540; GO:0005524; GO:0036402; GO:0045842; GO:0045899; GO:0043161	False
2	Chang2015	nsf1_01	8	55	0.09292929292929293			P46471.5	RecName: Full=26S proteasome regulatory subunit 7; AltName: Full=26S proteasome AAA-ATPase subunit RPT1; AltName: Full=Proteasome 26S subunit ATPase 2; AltName: Full=Protein MSS1	GO:0036464; GO:0005829; GO:0043197; GO:0005634; GO:0000932; GO:0022624; GO:0000502; GO:0008540; GO:0005524; GO:0016887; GO:0036402; GO:0017025; GO:0008134; GO:0045899; GO:0006511	False
2	Philippe2009	nsf1-G	2	55	0.09292929292929293			O17071.2	RecName: Full=Probable 26S proteasome regulatory subunit 10B; AltName: Full=26S proteasome AAA-ATPase subunit rpt-4; AltName: Full=Proteasome regulatory particle ATPase-like protein 4	GO:0031597; GO:0005634; GO:0008540; GO:0005524; GO:0042802; GO:0036402; GO:0045899; GO:0043161; GO:0031647; GO:0030433	False
2	Borowiec2015_Total1080	OG423.fasta.aln_gene483	9	55	0.09292929292929293			A6NHQ2.2	RecName: Full=rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1; AltName: Full=Protein-glutamine methyltransferase	GO:0031428; GO:0015030; GO:0001650; GO:0005634; GO:0032040; GO:1990259; GO:0003723; GO:0008649; GO:0001835; GO:0000494; GO:1990258; GO:0031167	False
2	Borowiec2015_Total1080	OG78.fasta.aln_gene866	5	55	0.09292929292929293			O81149.1	RecName: Full=Proteasome subunit alpha type-5-A; AltName: Full=20S proteasome alpha subunit E-1	GO:0005737; GO:0005829; GO:0022626; GO:0005634; GO:0005886; GO:0042788; GO:0000502; GO:0005839; GO:0019773; GO:0005774; GO:0004175; GO:0004540; GO:0003735; GO:0004298; GO:0010498; GO:0010499; GO:0043161; GO:0046686	True
2	Ryan2013_est	gene172	6	55	0.09292929292929293			O70435.3	RecName: Full=Proteasome subunit alpha type-3; AltName: Full=Macropain subunit C8; AltName: Full=Multicatalytic endopeptidase complex subunit C8; AltName: Full=Proteasome component C8; AltName: Full=Proteasome subunit K	GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0000502; GO:0005839; GO:0019773; GO:0045202; GO:0004175; GO:0004298; GO:0031625; GO:0010498; GO:0010499; GO:0043161; GO:0052548	False
2	Philippe2009	nsf1-K	2	55	0.09292929292929293			Q58556.1	RecName: Full=Cell division cycle protein 48 homolog MJ1156	GO:0005524; GO:0016887	False
2	Chang2015	psma_01	20	55	0.09292929292929293			O24616.2	RecName: Full=Proteasome subunit alpha type-7-B; AltName: Full=20S proteasome alpha subunit D-2; AltName: Full=Proteasome component 6B; AltName: Full=Proteasome component 6C; AltName: Full=Proteasome subunit alpha type-4	GO:0009507; GO:0005737; GO:0005634; GO:0000502; GO:0005839; GO:0019773; GO:0005773; GO:0004175; GO:0004298; GO:0010498; GO:0010499; GO:0043161; GO:0006511	False
2	Whelan2015_D1	Gene_0891	4	55	0.09292929292929293			O14126.1	RecName: Full=26S proteasome regulatory subunit 6A	GO:0005829; GO:0005634; GO:0008540; GO:0005524; GO:0036402; GO:0045842; GO:0045899; GO:0043161	False
2	Philippe2009	nsf1-J	5	55	0.09292929292929293			P62193.1	RecName: Full=26S proteasome regulatory subunit 4; Short=P26s4; AltName: Full=26S proteasome AAA-ATPase subunit RPT2; AltName: Full=Proteasome 26S subunit ATPase 1	GO:0005737; GO:0016020; GO:0005634; GO:0022624; GO:0008540; GO:0005524; GO:0016887; GO:0036402; GO:0017025; GO:0030163	False
2	Philippe2009	nsf2-A	9	55	0.09292929292929293			A2Y9X7.2	RecName: Full=Proteasome subunit alpha type-4-1; AltName: Full=20S proteasome alpha subunit C; AltName: Full=20S proteasome subunit alpha-3	GO:0005737; GO:0005634; GO:0019773; GO:0004298; GO:0006511	False
2	Philippe2009	psma-A	6	55	0.09292929292929293			O70435.3	RecName: Full=Proteasome subunit alpha type-3; AltName: Full=Macropain subunit C8; AltName: Full=Multicatalytic endopeptidase complex subunit C8; AltName: Full=Proteasome component C8; AltName: Full=Proteasome subunit K	GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0000502; GO:0005839; GO:0019773; GO:0045202; GO:0004175; GO:0004298; GO:0031625; GO:0010498; GO:0010499; GO:0043161; GO:0052548	False
2	Borowiec2015_Total1080	OG79.fasta.aln_gene876	6	55	0.09292929292929293			O70435.3	RecName: Full=Proteasome subunit alpha type-3; AltName: Full=Macropain subunit C8; AltName: Full=Multicatalytic endopeptidase complex subunit C8; AltName: Full=Proteasome component C8; AltName: Full=Proteasome subunit K	GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0000502; GO:0005839; GO:0019773; GO:0045202; GO:0004175; GO:0004298; GO:0031625; GO:0010498; GO:0010499; GO:0043161; GO:0052548	False
2	Simion2017	V2META14938-42-Calc_Hmm10-BMGE05	3	55	0.09292929292929293			O73672.3	RecName: Full=Proteasome subunit alpha type-2	GO:0005737; GO:0005634; GO:0005839; GO:0019773; GO:0004298; GO:0006511	False
2	Chang2015	fibri	8	55	0.09292929292929293			P35549.1	RecName: Full=rRNA 2'-O-methyltransferase fibrillarin; AltName: Full=Histone-glutamine methyltransferase	GO:0005730; GO:0008168; GO:0003723; GO:0006364	False
2	Philippe2009	fibri	8	55	0.09292929292929293			A6NHQ2.2	RecName: Full=rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1; AltName: Full=Protein-glutamine methyltransferase	GO:0031428; GO:0015030; GO:0001650; GO:0005634; GO:0032040; GO:1990259; GO:0003723; GO:0008649; GO:0001835; GO:0000494; GO:1990258; GO:0031167	False
2	Philippe2009	psma-B	3	55	0.09292929292929293			O81146.2	RecName: Full=Proteasome subunit alpha type-6-A; AltName: Full=20S proteasome subunit alpha A-1; AltName: Full=Proteasome component 1; AltName: Full=Proteasome subunit alpha type-1	GO:0005737; GO:0005829; GO:0005634; GO:0000502; GO:0005839; GO:0019773; GO:0005774; GO:0004175; GO:0004298; GO:0010498; GO:0010499; GO:0043161; GO:0010043	False
2	Simion2017	V2META14414-42-Calc_Hmm10-BMGE05	5	55	0.09292929292929293			O81149.1	RecName: Full=Proteasome subunit alpha type-5-A; AltName: Full=20S proteasome alpha subunit E-1	GO:0005737; GO:0005829; GO:0022626; GO:0005634; GO:0005886; GO:0042788; GO:0000502; GO:0005839; GO:0019773; GO:0005774; GO:0004175; GO:0004540; GO:0003735; GO:0004298; GO:0010498; GO:0010499; GO:0043161; GO:0046686	True
2	Simion2017	V2META11663-2-42-Calc_Hmm10-BMGE05	1	55	0.09292929292929293			P18708.1	RecName: Full=Vesicle-fusing ATPase; AltName: Full=N-ethylmaleimide-sensitive fusion protein; Short=NEM-sensitive fusion protein; AltName: Full=Vesicular-fusion protein NSF	GO:0005829; GO:0030496; GO:0005886; GO:0005524; GO:0016887; GO:0042623; GO:0042802; GO:0035255; GO:0046872; GO:0030165; GO:0019901; GO:0044877; GO:0000149; GO:0017075; GO:0006886; GO:0045732; GO:0001921; GO:0006813; GO:0035494	False
2	Philippe2009	nsf1-L	1	55	0.09292929292929293			P46468.2	RecName: Full=Putative cell division cycle ATPase	GO:0020011; GO:0005737; GO:0005829; GO:0005634; GO:0034098; GO:0005524; GO:0016887; GO:0031593; GO:0043130; GO:0097352; GO:0071712; GO:0016236; GO:0051228; GO:0010564; GO:0030970; GO:0030433	False
2	Simion2017	V2META10203-1-1-42-Calc_Hmm10-BMGE05	1	55	0.09292929292929293			P34123.1	RecName: Full=26S proteasome regulatory subunit 6B homolog; AltName: Full=Tat-binding protein homolog 2	GO:0031597; GO:0005634; GO:0045335; GO:0005838; GO:0008540; GO:0005524; GO:0036402; GO:0006972; GO:0045899; GO:0030163	False
2	Whelan2017_full	Subset32_04	7	55	0.09292929292929293			O81149.1	RecName: Full=Proteasome subunit alpha type-5-A; AltName: Full=20S proteasome alpha subunit E-1	GO:0005737; GO:0005829; GO:0022626; GO:0005634; GO:0005886; GO:0042788; GO:0000502; GO:0005839; GO:0019773; GO:0005774; GO:0004175; GO:0004540; GO:0003735; GO:0004298; GO:0010498; GO:0010499; GO:0043161; GO:0046686	True
2	Ryan2013_est	gene395	2	55	0.09292929292929293			O13268.1	RecName: Full=Proteasome subunit alpha type-7; AltName: Full=GPRO-28	GO:0005737; GO:0005634; GO:0098794; GO:0005839; GO:0019773; GO:0004175; GO:0004298; GO:0010498; GO:0010499; GO:0043161	False
2	Whelan2017_strict	Subset30	4	55	0.09292929292929293			O04019.3	RecName: Full=26S proteasome regulatory subunit 6A homolog B; AltName: Full=26S proteasome AAA-ATPase subunit RPT5b; AltName: Full=Proteasome 26S subunit 6A homolog B; AltName: Full=Regulatory particle triple-A ATPase subunit 5b; AltName: Full=Tat-binding protein 1 homolog B; Short=TBP-1 homolog B	GO:0005737; GO:0016020; GO:0005634; GO:0005886; GO:0000502; GO:0008540; GO:0032991; GO:0005524; GO:0036402; GO:0009553; GO:0010255; GO:0009555; GO:0045899; GO:0010498; GO:0006357	False
2	Ryan2013_est	gene23	5	55	0.09292929292929293			O81149.1	RecName: Full=Proteasome subunit alpha type-5-A; AltName: Full=20S proteasome alpha subunit E-1	GO:0005737; GO:0005829; GO:0022626; GO:0005634; GO:0005886; GO:0042788; GO:0000502; GO:0005839; GO:0019773; GO:0005774; GO:0004175; GO:0004540; GO:0003735; GO:0004298; GO:0010498; GO:0010499; GO:0043161; GO:0046686	True
2	Whelan2017_full	Subset39_01	4	55	0.09292929292929293			O04019.3	RecName: Full=26S proteasome regulatory subunit 6A homolog B; AltName: Full=26S proteasome AAA-ATPase subunit RPT5b; AltName: Full=Proteasome 26S subunit 6A homolog B; AltName: Full=Regulatory particle triple-A ATPase subunit 5b; AltName: Full=Tat-binding protein 1 homolog B; Short=TBP-1 homolog B	GO:0005737; GO:0016020; GO:0005634; GO:0005886; GO:0000502; GO:0008540; GO:0032991; GO:0005524; GO:0036402; GO:0009553; GO:0010255; GO:0009555; GO:0045899; GO:0010498; GO:0006357	False
2	Whelan2015_D20	Gene_0542	7	55	0.09292929292929293			A6NHQ2.2	RecName: Full=rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1; AltName: Full=Protein-glutamine methyltransferase	GO:0031428; GO:0015030; GO:0001650; GO:0005634; GO:0032040; GO:1990259; GO:0003723; GO:0008649; GO:0001835; GO:0000494; GO:1990258; GO:0031167	False
2	Simion2017	V2META13728-42-Calc_Hmm10-BMGE05	3	55	0.09292929292929293			P60901.1	RecName: Full=Proteasome subunit alpha type-6; AltName: Full=Macropain iota chain; AltName: Full=Multicatalytic endopeptidase complex iota chain; AltName: Full=Proteasome iota chain	GO:0005737; GO:0030016; GO:0016363; GO:0005634; GO:0000932; GO:0005844; GO:0005839; GO:0019773; GO:0030017; GO:0004175; GO:0003723; GO:0004298; GO:0051092; GO:0010498; GO:0010499; GO:0043161; GO:0051603	False
2	Philippe2009	nsf1-C	3	55	0.09292929292929293			O42931.2	RecName: Full=26S proteasome regulatory subunit 7 homolog	GO:0005829; GO:0005634; GO:0008540; GO:0005524; GO:0036402; GO:0017025; GO:0045842; GO:0045899; GO:0043161	False
2	Philippe2009	ornamtrans-a	3	55	0.09292929292929293			O73672.3	RecName: Full=Proteasome subunit alpha type-2	GO:0005737; GO:0005634; GO:0005839; GO:0019773; GO:0004298; GO:0006511	False
2	Whelan2015_D1	Gene_0542	7	55	0.09292929292929293			A6NHQ2.2	RecName: Full=rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1; AltName: Full=Protein-glutamine methyltransferase	GO:0031428; GO:0015030; GO:0001650; GO:0005634; GO:0032040; GO:1990259; GO:0003723; GO:0008649; GO:0001835; GO:0000494; GO:1990258; GO:0031167	False
2	Simion2017	V2META13674-42-Calc_Hmm10-BMGE05	6	55	0.09292929292929293			O70435.3	RecName: Full=Proteasome subunit alpha type-3; AltName: Full=Macropain subunit C8; AltName: Full=Multicatalytic endopeptidase complex subunit C8; AltName: Full=Proteasome component C8; AltName: Full=Proteasome subunit K	GO:0005737; GO:0005829; GO:0005654; GO:0005634; GO:0000502; GO:0005839; GO:0019773; GO:0045202; GO:0004175; GO:0004298; GO:0031625; GO:0010498; GO:0010499; GO:0043161; GO:0052548	False
3	Borowiec2015_Total1080	OG1130.fasta.aln_gene122	3	37	0.12012012012012012			A2VD83.1	RecName: Full=Mannose-1-phosphate guanyltransferase beta-B; AltName: Full=GDP-mannose pyrophosphorylase B-B; AltName: Full=GTP-mannose-1-phosphate guanylyltransferase beta-B	GO:0005525; GO:0004475; GO:0009298	False
3	Borowiec2015_Best108	OG1130.fasta.aln_gene8	3	37	0.12012012012012012			A2VD83.1	RecName: Full=Mannose-1-phosphate guanyltransferase beta-B; AltName: Full=GDP-mannose pyrophosphorylase B-B; AltName: Full=GTP-mannose-1-phosphate guanylyltransferase beta-B	GO:0005525; GO:0004475; GO:0009298	False
3	Whelan2015_D1	Gene_0101	3	37	0.12012012012012012			Q13618.2	RecName: Full=Cullin-3; Short=CUL-3	GO:0031463; GO:0031461; GO:0005737; GO:0005829; GO:0070062; GO:0000139; GO:0016020; GO:0005654; GO:0005827; GO:0019005; GO:0036126; GO:0030332; GO:0005112; GO:0031208; GO:0046982; GO:0042803; GO:0031625; GO:0031145; GO:0007050; GO:0016477; GO:0030030; GO:0048208; GO:0040016; GO:0006888; GO:0044346; GO:0000082; GO:0007369; GO:0007229; GO:0097193; GO:0072576; GO:0000165; GO:0007080; GO:0090090; GO:0035024; GO:0000122; GO:0071630; GO:0008284; GO:0032467; GO:0045842; GO:0031398; GO:0043687; GO:0043161; GO:0031648; GO:0006513; GO:0000209; GO:0016567; GO:0031146; GO:0017145; GO:0043149; GO:0001831; GO:0006511; GO:0016055	False
3	Whelan2017_full	Subset23_04	4	37	0.12012012012012012			Q3ZCB8.3	RecName: Full=ER membrane protein complex subunit 3; AltName: Full=Transmembrane protein 111	GO:0072546; GO:0016021; GO:0034975	False
3	Simion2017	V2META11066-1-42-Calc_Hmm10-BMGE05	3	37	0.12012012012012012			A2VD83.1	RecName: Full=Mannose-1-phosphate guanyltransferase beta-B; AltName: Full=GDP-mannose pyrophosphorylase B-B; AltName: Full=GTP-mannose-1-phosphate guanylyltransferase beta-B	GO:0005525; GO:0004475; GO:0009298	False
3	Nosenko2013_ribo_11057	KOG3424	5	37	0.12012012012012012	EOG091G0WLL	Ribosomal protein S24e	O42387.1	RecName: Full=40S ribosomal protein S24	GO:0005840; GO:0003735; GO:0006412	True
3	Nosenko2013_ribo_11057	KOG1767	3	37	0.12012012012012012			P48588.3	RecName: Full=40S ribosomal protein S25	GO:0022626; GO:0022627; GO:0003735; GO:0002181	True
3	Whelan2015_D1	Gene_0563	1	37	0.12012012012012012			O88763.1	RecName: Full=Phosphatidylinositol 3-kinase catalytic subunit type 3; Short=PI3-kinase type 3; Short=PI3K type 3; Short=PtdIns-3-kinase type 3; AltName: Full=Phosphoinositide-3-kinase class 3	GO:0044754; GO:0005930; GO:0005737; GO:0005829; GO:0005768; GO:0005770; GO:0016020; GO:0030496; GO:0005777; GO:0045335; GO:0000407; GO:0035032; GO:0034271; GO:0034272; GO:0016303; GO:0005524; GO:0035004; GO:0004672; GO:0000045; GO:0030242; GO:0007049; GO:0051301; GO:0042149; GO:0045022; GO:0006897; GO:0007032; GO:0016236; GO:0046854; GO:0036092; GO:0048015; GO:0006497; GO:0034497; GO:0006468; GO:0016485; GO:0032465; GO:0050708; GO:0043201	False
3	Ryan2013_est	gene86	4	37	0.12012012012012012			Q7SXW4.1	RecName: Full=ER membrane protein complex subunit 3; AltName: Full=Protein pob; AltName: Full=Transmembrane protein 111	GO:0072546; GO:0005794; GO:0016021; GO:0030140; GO:0045494; GO:0034975; GO:0060041	False
3	Whelan2015_D10	Gene_0101	3	37	0.12012012012012012			Q13618.2	RecName: Full=Cullin-3; Short=CUL-3	GO:0031463; GO:0031461; GO:0005737; GO:0005829; GO:0070062; GO:0000139; GO:0016020; GO:0005654; GO:0005827; GO:0019005; GO:0036126; GO:0030332; GO:0005112; GO:0031208; GO:0046982; GO:0042803; GO:0031625; GO:0031145; GO:0007050; GO:0016477; GO:0030030; GO:0048208; GO:0040016; GO:0006888; GO:0044346; GO:0000082; GO:0007369; GO:0007229; GO:0097193; GO:0072576; GO:0000165; GO:0007080; GO:0090090; GO:0035024; GO:0000122; GO:0071630; GO:0008284; GO:0032467; GO:0045842; GO:0031398; GO:0043687; GO:0043161; GO:0031648; GO:0006513; GO:0000209; GO:0016567; GO:0031146; GO:0017145; GO:0043149; GO:0001831; GO:0006511; GO:0016055	False
3	Whelan2015_D10	Gene_0563	1	37	0.12012012012012012			O88763.1	RecName: Full=Phosphatidylinositol 3-kinase catalytic subunit type 3; Short=PI3-kinase type 3; Short=PI3K type 3; Short=PtdIns-3-kinase type 3; AltName: Full=Phosphoinositide-3-kinase class 3	GO:0044754; GO:0005930; GO:0005737; GO:0005829; GO:0005768; GO:0005770; GO:0016020; GO:0030496; GO:0005777; GO:0045335; GO:0000407; GO:0035032; GO:0034271; GO:0034272; GO:0016303; GO:0005524; GO:0035004; GO:0004672; GO:0000045; GO:0030242; GO:0007049; GO:0051301; GO:0042149; GO:0045022; GO:0006897; GO:0007032; GO:0016236; GO:0046854; GO:0036092; GO:0048015; GO:0006497; GO:0034497; GO:0006468; GO:0016485; GO:0032465; GO:0050708; GO:0043201	False
3	Philippe2009	rps11	6	37	0.12012012012012012	EOG091G134K	ribosomal protein S25	O42387.1	RecName: Full=40S ribosomal protein S24	GO:0005840; GO:0003735; GO:0006412	True
3	Dunn2008	Tribe243	6	37	0.12012012012012012	EOG091G0WLL	Ribosomal protein S24e	O42387.1	RecName: Full=40S ribosomal protein S24	GO:0005840; GO:0003735; GO:0006412	True
3	Whelan2015_D20	Gene_0563	1	37	0.12012012012012012			O88763.1	RecName: Full=Phosphatidylinositol 3-kinase catalytic subunit type 3; Short=PI3-kinase type 3; Short=PI3K type 3; Short=PtdIns-3-kinase type 3; AltName: Full=Phosphoinositide-3-kinase class 3	GO:0044754; GO:0005930; GO:0005737; GO:0005829; GO:0005768; GO:0005770; GO:0016020; GO:0030496; GO:0005777; GO:0045335; GO:0000407; GO:0035032; GO:0034271; GO:0034272; GO:0016303; GO:0005524; GO:0035004; GO:0004672; GO:0000045; GO:0030242; GO:0007049; GO:0051301; GO:0042149; GO:0045022; GO:0006897; GO:0007032; GO:0016236; GO:0046854; GO:0036092; GO:0048015; GO:0006497; GO:0034497; GO:0006468; GO:0016485; GO:0032465; GO:0050708; GO:0043201	False
3	Whelan2017_full	Subset29_06	3	37	0.12012012012012012	EOG091G059G	splicing factor 3a, subunit 3, 60kDa	Q9D554.2	RecName: Full=Splicing factor 3A subunit 3; AltName: Full=SF3a60; AltName: Full=Spliceosome-associated protein 61; Short=SAP 61	GO:0071013; GO:0005654; GO:0005634; GO:0005681; GO:0005686; GO:0071005; GO:0003723; GO:0008270; GO:0006397; GO:0000398; GO:1903241	False
3	Whelan2017_full	Subset29_07	3	37	0.12012012012012012	EOG091G0IGG	dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit	A5GFZ5.1	RecName: Full=Dolichol-phosphate mannosyltransferase subunit 1; AltName: Full=Dolichol-phosphate mannose synthase subunit 1; Short=DPM synthase subunit 1; AltName: Full=Dolichyl-phosphate beta-D-mannosyltransferase subunit 1; AltName: Full=Mannose-P-dolichol synthase subunit 1; Short=MPD synthase subunit 1	GO:0005789; GO:0004582; GO:0004169; GO:0019348; GO:0006506; GO:0035268; GO:0035269	False
3	Philippe2009	rps10	4	37	0.12012012012012012			O42387.1	RecName: Full=40S ribosomal protein S24	GO:0005840; GO:0003735; GO:0006412	True
3	Ryan2013_est	gene365	6	37	0.12012012012012012	EOG091G0WLL	Ribosomal protein S24e	O13784.3	RecName: Full=40S ribosomal protein S24-A	GO:0005829; GO:0022627; GO:0003735; GO:0002182; GO:0006364	True
3	Chang2015	rps25	4	37	0.12012012012012012			P48588.3	RecName: Full=40S ribosomal protein S25	GO:0022626; GO:0022627; GO:0003735; GO:0002181	True
3	Whelan2017_strict	Subset4_01	28	37	0.12012012012012012	EOG091G036A	Phosphatidylinositol Kinase	A2VD83.1	RecName: Full=Mannose-1-phosphate guanyltransferase beta-B; AltName: Full=GDP-mannose pyrophosphorylase B-B; AltName: Full=GTP-mannose-1-phosphate guanylyltransferase beta-B	GO:0005525; GO:0004475; GO:0009298	False
3	Simion2017	V2META13293-42-Calc_Hmm10-BMGE05	4	37	0.12012012012012012			Q5RJU0.1	RecName: Full=Vacuolar-sorting protein SNF8; AltName: Full=ESCRT-II complex subunit VPS22	GO:0000814; GO:0043328	False
3	Whelan2017_full	Subset2_16	4	37	0.12012012012012012	EOG091G036A	Phosphatidylinositol Kinase	Q6AZN6.1	RecName: Full=Phosphatidylinositol 3-kinase catalytic subunit type 3; Short=PI3-kinase type 3; Short=PI3K type 3; Short=PtdIns-3-kinase type 3; AltName: Full=Phosphoinositide-3-kinase class 3	GO:0030496; GO:0016303; GO:0005524; GO:0006914; GO:0007049; GO:0051301; GO:0048015; GO:0032465	False
