matrix	part	sseqid	swissprot_desc	count
Hejnol2009	Tribe1580_0	F1PCT7.3	RecName: Full=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2; AltName: Full=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit; AltName: Full=Ribophorin II; Short=RPN-II; AltName: Full=Ribophorin-2; Flags: Precursor	8
Hejnol2009	Tribe1582_0	O60930.2	RecName: Full=Ribonuclease H1; Short=RNase H1; AltName: Full=Ribonuclease H type II	12
Hejnol2009	Tribe1596_0	Q8MPD6.1	RecName: Full=Mediator of RNA polymerase II transcription subunit 31; AltName: Full=Mediator complex subunit 31	25
Hejnol2009	Tribe1598_0	Q9VCA9.1	RecName: Full=Signal peptidase complex subunit 3; AltName: Full=Microsomal signal peptidase 22 kDa subunit; Short=SPC22; Short=SPase 22 kDa subunit	30
Hejnol2009	Tribe1600_0	A4IFL0.1	RecName: Full=Mitochondrial import inner membrane translocase subunit Tim23	12
Hejnol2009	Tribe1601_0	O60925.2	RecName: Full=Prefoldin subunit 1	11
Hejnol2009	Tribe1608_0	F7ARS3.1	RecName: Full=U1 small nuclear ribonucleoprotein C; Short=U1 snRNP C; Short=U1-C; Short=U1C	30
Hejnol2009	Tribe1610_0	O95926.1	RecName: Full=Pre-mRNA-splicing factor SYF2; AltName: Full=CCNDBP1-interactor; AltName: Full=p29	25
Hejnol2009	Tribe1612_0	Q55EX5.1	RecName: Full=Probable U6 snRNA-associated Sm-like protein LSm5	32
Hejnol2009	Tribe1619_0	Q5RAY0.1	RecName: Full=Prefoldin subunit 5	8
Hejnol2009	Tribe1622_0	O15212.1	RecName: Full=Prefoldin subunit 6; AltName: Full=Protein Ke2	14
Hejnol2009	Tribe1625_0	P51572.3	RecName: Full=B-cell receptor-associated protein 31; Short=BCR-associated protein 31; Short=Bap31; AltName: Full=6C6-AG tumor-associated antigen; AltName: Full=Protein CDM; AltName: Full=p28	8
Hejnol2009	Tribe1629_0	O95336.2	RecName: Full=6-phosphogluconolactonase; Short=6PGL	4
Hejnol2009	Tribe1657_0	A4FV84.1	RecName: Full=mRNA turnover protein 4 homolog; AltName: Full=Ribosome assembly factor MRTO4	24
Hejnol2009	Tribe1658_0	Q3T0M3.1	RecName: Full=U3 small nucleolar ribonucleoprotein protein IMP3; Short=U3 snoRNP protein IMP3	30
Hejnol2009	Tribe1660_0	Q5BJI9.1	RecName: Full=Probable signal peptidase complex subunit 2; AltName: Full=Microsomal signal peptidase 25 kDa subunit; Short=SPase 25 kDa subunit	20
Hejnol2009	Tribe1664_0	P00375.3	RecName: Full=Dihydrofolate reductase	3
Hejnol2009	Tribe1666_0	Q3T134.1	RecName: Full=Signal peptidase complex subunit 1; AltName: Full=Microsomal signal peptidase 12 kDa subunit; Short=SPase 12 kDa subunit	20
Hejnol2009	Tribe1668_0	Q8N0X4.2	RecName: Full=Citramalyl-CoA lyase, mitochondrial; AltName: Full=Beta-methylmalate synthase; AltName: Full=Citrate lyase subunit beta-like protein; Short=Citrate lyase beta-like; AltName: Full=Malate synthase; Flags: Precursor	9
Hejnol2009	Tribe1672_0	Q8AVK1.1	RecName: Full=Mitochondrial import inner membrane translocase subunit Tim13-B	30
Hejnol2009	Tribe1675_0	A7MBE4.1	RecName: Full=Inositol oxygenase; AltName: Full=Myo-inositol oxygenase; Short=MI oxygenase	26
Hejnol2009	Tribe1677_0	Q9CQQ8.1	RecName: Full=U6 snRNA-associated Sm-like protein LSm7	29
Hejnol2009	Tribe1678_0	Q2TBR6.1	RecName: Full=Prefoldin subunit 4	13
Hejnol2009	Tribe1680_0	A9VCM7.1	RecName: Full=1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase; AltName: Full=Acireductone dioxygenase (Fe(2+)-requiring); Short=ARD; Short=Fe-ARD	19
Hejnol2009	Tribe1686_0	C4V6K5.1	RecName: Full=Probable phenylalanine--tRNA ligase alpha subunit; AltName: Full=Phenylalanyl-tRNA synthetase alpha subunit; Short=PheRS	22
Hejnol2009	Tribe1698_0	Q2YDN6.1	RecName: Full=Ribosome production factor 2 homolog; AltName: Full=Brix domain-containing protein 1; AltName: Full=Ribosome biogenesis protein RPF2 homolog	17
Hejnol2009	Tribe1702_0	Q99LN9.2	RecName: Full=Deoxyhypusine hydroxylase; Short=DOHH; AltName: Full=Deoxyhypusine dioxygenase; AltName: Full=Deoxyhypusine monooxygenase	20
Hejnol2009	Tribe1717_0	Q96D46.1	RecName: Full=60S ribosomal export protein NMD3; Short=hNMD3	23
Hejnol2009	Tribe1721_0	Q02372.1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial; AltName: Full=Complex I-ASHI; Short=CI-ASHI; AltName: Full=NADH-ubiquinone oxidoreductase ASHI subunit; Flags: Precursor	21
Hejnol2009	Tribe1729_0	Q291H5.1	RecName: Full=Threonylcarbamoyladenosine tRNA methylthiotransferase; AltName: Full=CDKAL1-like protein; AltName: Full=tRNA-t(6)A37 methylthiotransferase	23
Hejnol2009	Tribe1731_0	A4QND5.1	RecName: Full=60S ribosome subunit biogenesis protein NIP7 homolog	35
Hejnol2009	Tribe1732_0	P36958.2	RecName: Full=DNA-directed RNA polymerase II subunit RPB9; Short=RNA polymerase II subunit B9; AltName: Full=DNA-directed RNA polymerase II 15.1 kDa polypeptide	27
Hejnol2009	Tribe1733_0	Q66L33.1	RecName: Full=Protein MAK16 homolog A; AltName: Full=MAK16-like protein A	29
Hejnol2009	Tribe1734_0	A8XGH1.1	RecName: Full=DNA-directed RNA polymerases I, II, and III subunit RPABC1; Short=RNA polymerases I, II, and III subunit ABC1; AltName: Full=RPB5 homolog	23
Hejnol2009	Tribe1736_0	Q93408.2	RecName: Full=Uncharacterized protein D2005.3	18
Hejnol2009	Tribe1741_0	P90727.2	RecName: Full=Splicing factor U2AF 65 kDa subunit; AltName: Full=U2 auxiliary factor 65 kDa subunit; Short=U2AF65; AltName: Full=U2 snRNP auxiliary factor large subunit	25
Hejnol2009	Tribe1748_0	A7S7F2.1	RecName: Full=Bystin	24
Hejnol2009	Tribe1762_0	P49355.1	RecName: Full=Protein farnesyltransferase subunit beta; Short=FTase-beta; AltName: Full=CAAX farnesyltransferase subunit beta; AltName: Full=Ras proteins prenyltransferase subunit beta	19
Hejnol2009	Tribe1763_0	O13774.1	RecName: Full=GTP cyclohydrolase 1; AltName: Full=GTP cyclohydrolase I; Short=GTP-CH-I	26
Hejnol2009	Tribe1766_0	Q14690.3	RecName: Full=Protein RRP5 homolog; AltName: Full=NF-kappa-B-binding protein; Short=NFBP; AltName: Full=Programmed cell death protein 11	10
Hejnol2009	Tribe1784_0	Q6QI68.1	RecName: Full=Gamma-secretase subunit PEN-2; AltName: Full=Liver regeneration-related protein LRRGT00140; AltName: Full=Presenilin enhancer protein 2	19
Hejnol2009	Tribe1785_0	Q4R8L2.1	RecName: Full=Large subunit GTPase 1 homolog	33
Hejnol2009	Tribe1786_0	Q5R4T8.1	RecName: Full=DDB1- and CUL4-associated factor 13; AltName: Full=WD repeat and SOF domain-containing protein 1	21
Hejnol2009	Tribe1787_0	Q68FJ6.1	RecName: Full=p21-activated protein kinase-interacting protein 1-like; AltName: Full=PAK1-interacting protein 1-like	7
Hejnol2009	Tribe1790_0	P61759.2	RecName: Full=Prefoldin subunit 3; AltName: Full=von Hippel-Lindau-binding protein 1; Short=VBP-1; Short=VHL-binding protein 1	23
Hejnol2009	Tribe1795_0	A8N0V8.1	RecName: Full=ATPase GET3; AltName: Full=Arsenical pump-driving ATPase; AltName: Full=Arsenite-stimulated ATPase; AltName: Full=Golgi to ER traffic protein 3; AltName: Full=Guided entry of tail-anchored proteins 3	22
Hejnol2009	Tribe1796_0	Q9V9Z9.1	RecName: Full=Probable rRNA-processing protein EBP2 homolog	10
Hejnol2009	Tribe1801_0	P82664.2	RecName: Full=28S ribosomal protein S10, mitochondrial; Short=MRP-S10; Short=S10mt; AltName: Full=Mitochondrial small ribosomal subunit protein uS10m	21
Hejnol2009	Tribe1803_0	B0BNG0.1	RecName: Full=ER membrane protein complex subunit 2; AltName: Full=Tetratricopeptide repeat protein 35; Short=TPR repeat protein 35	22
Hejnol2009	Tribe1805_0	Q3T148.2	RecName: Full=Eukaryotic translation initiation factor 3 subunit M; Short=eIF3m	14
Hejnol2009	Tribe1806_0	P08836.2	RecName: Full=Farnesyl pyrophosphate synthase; Short=FPP synthase; Short=FPS; AltName: Full=(2E,6E)-farnesyl diphosphate synthase; AltName: Full=Dimethylallyltranstransferase; AltName: Full=Farnesyl diphosphate synthase; AltName: Full=Geranyltranstransferase	17
Hejnol2009	Tribe1819_0	Q99KU1.1	RecName: Full=Dehydrodolichyl diphosphate synthase complex subunit Dhdds; AltName: Full=Cis-isoprenyltransferase; Short=CIT; Short=Cis-IPTase	17
Hejnol2009	Tribe1820_0	Q99P55.2	RecName: Full=Sphingosine-1-phosphate phosphatase 1; Short=SPPase1; Short=Spp1; AltName: Full=Sphingosine-1-phosphatase 1	7
Hejnol2009	Tribe1830_0	Q96NC0.1	RecName: Full=Zinc finger matrin-type protein 2	24
Hejnol2009	Tribe1846_0	A6QLY4.1	RecName: Full=Isochorismatase domain-containing protein 1	14
Hejnol2009	Tribe1852_0	Q86IC8.1	RecName: Full=Probable caffeoyl-CoA O-methyltransferase 2; AltName: Full=O-methyltransferase 6	3
Hejnol2009	Tribe1855_0	Q924T2.1	RecName: Full=28S ribosomal protein S2, mitochondrial; Short=MRP-S2; Short=S2mt	22
Hejnol2009	Tribe1858_0	P21549.1	RecName: Full=Serine--pyruvate aminotransferase; Short=SPT; AltName: Full=Alanine--glyoxylate aminotransferase; Short=AGT	12
Hejnol2009	Tribe1860_0	P13255.2	RecName: Full=Glycine N-methyltransferase; AltName: Full=Folate-binding protein	17
Hejnol2009	Tribe1861_0	P00430.3	RecName: Full=Cytochrome c oxidase subunit 7C, mitochondrial; AltName: Full=Cytochrome c oxidase polypeptide VIIIA; AltName: Full=Cytochrome c oxidase polypeptide VIIc; Flags: Precursor	12
Hejnol2009	Tribe1864_0	P53803.1	RecName: Full=DNA-directed RNA polymerases I, II, and III subunit RPABC4; Short=RNA polymerases I, II, and III subunit ABC4; AltName: Full=ABC10-alpha; AltName: Full=DNA-directed RNA polymerase II subunit K; AltName: Full=RNA polymerase II 7.0 kDa subunit; Short=RPB7.0; AltName: Full=RPB10alpha	21
Hejnol2009	Tribe1866_0	O42467.1	RecName: Full=SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	16
Hejnol2009	Tribe1867_0	Q6DRH5.1	RecName: Full=H/ACA ribonucleoprotein complex subunit 3; AltName: Full=Nucleolar protein 10; AltName: Full=Nucleolar protein family A member 3; AltName: Full=snoRNP protein NOP10	30
Hejnol2009	Tribe1868_0	P41227.1	RecName: Full=N-alpha-acetyltransferase 10; AltName: Full=N-terminal acetyltransferase complex ARD1 subunit homolog A; Short=hARD1; AltName: Full=NatA catalytic subunit Naa10	23
Hejnol2009	Tribe1869_0	Q5JVF3.2	RecName: Full=PCI domain-containing protein 2; AltName: Full=CSN12-like protein	16
Hejnol2009	Tribe1871_0	Q4R574.3	RecName: Full=Charged multivesicular body protein 3; AltName: Full=Chromatin-modifying protein 3; AltName: Full=Vacuolar protein sorting-associated protein 24	23
Hejnol2009	Tribe1893_0	Q28FI8.1	RecName: Full=Neuferricin; AltName: Full=Cytochrome b5 domain-containing protein 2; Flags: Precursor	7
Hejnol2009	Tribe1899_0	O15160.1	RecName: Full=DNA-directed RNA polymerases I and III subunit RPAC1; Short=DNA-directed RNA polymerase I subunit C; Short=RNA polymerases I and III subunit AC1; AltName: Full=AC40; AltName: Full=DNA-directed RNA polymerases I and III 40 kDa polypeptide; Short=RPA40; AltName: Full=RPA39; AltName: Full=RPC40	18
Hejnol2009	Tribe1900_0	Q9ULU4.2	RecName: Full=Protein kinase C-binding protein 1; AltName: Full=Cutaneous T-cell lymphoma-associated antigen se14-3; Short=CTCL-associated antigen se14-3; AltName: Full=Rack7; AltName: Full=Zinc finger MYND domain-containing protein 8	6
Hejnol2009	Tribe1906_0	Q6NWF4.2	RecName: Full=Vacuolar protein-sorting-associated protein 25; AltName: Full=ESCRT-II complex subunit VPS25	19
Hejnol2009	Tribe1907_0	Q3SZZ0.1	RecName: Full=Ribosome biogenesis protein BRX1 homolog; AltName: Full=Brix domain-containing protein 2	28
Hejnol2009	Tribe1911_0	P60002.1	RecName: Full=Transcription elongation factor 1 homolog	23
Hejnol2009	Tribe1921_0	Q3T168.1	RecName: Full=Calcyclin-binding protein; Short=CacyBP	3
Hejnol2009	Tribe1925_0	Q14019.3	RecName: Full=Coactosin-like protein	5
Hejnol2009	Tribe1926_0	Q05752.2	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7; AltName: Full=Complex I-B14.5a; Short=CI-B14.5a; AltName: Full=NADH-ubiquinone oxidoreductase subunit B14.5a	4
Hejnol2009	Tribe1927_0	P21816.1	RecName: Full=Cysteine dioxygenase type 1; AltName: Full=Cysteine dioxygenase type I; Short=CDO; Short=CDO-I	20
Hejnol2009	Tribe1928_0	Q503Y7.1	RecName: Full=Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4; AltName: Full=Parvulin-14; Short=Par14; AltName: Full=Peptidyl-prolyl cis-trans isomerase Pin4; Short=PPIase Pin4; AltName: Full=Rotamase Pin4	25
Hejnol2009	Tribe1929_0	Q32L52.1	RecName: Full=Glucose-induced degradation protein 8 homolog	23
Hejnol2009	Tribe1932_0	A2TLM1.1	RecName: Full=Ribose-5-phosphate isomerase; AltName: Full=Phosphoriboisomerase	26
Hejnol2009	Tribe1935_0	P49754.3	RecName: Full=Vacuolar protein sorting-associated protein 41 homolog; AltName: Full=S53	4
Hejnol2009	Tribe1941_0	Q9H269.2	RecName: Full=Vacuolar protein sorting-associated protein 16 homolog; Short=hVPS16	19
Hejnol2009	Tribe1943_0	Q7YRK1.1	RecName: Full=Cytochrome c oxidase subunit 6C; AltName: Full=Cytochrome c oxidase polypeptide VIc	7
Hejnol2009	Tribe1950_0	Q2KIA2.1	RecName: Full=Multifunctional methyltransferase subunit TRM112-like protein; AltName: Full=tRNA methyltransferase 112 homolog	17
Hejnol2009	Tribe1952_0	Q3ZBG7.1	RecName: Full=Signal recognition particle 19 kDa protein; Short=SRP19	11
Hejnol2009	Tribe1961_0	Q7YR75.1	RecName: Full=39S ribosomal protein L12, mitochondrial; Short=L12mt; Short=MRP-L12; Flags: Precursor	11
Hejnol2009	Tribe1963_0	Q05498.1	RecName: Full=rRNA-processing protein FCF1; AltName: Full=FAF1-copurifying factor 1	25
Hejnol2009	Tribe1968_0	O75844.2	RecName: Full=CAAX prenyl protease 1 homolog; AltName: Full=Farnesylated proteins-converting enzyme 1; Short=FACE-1; AltName: Full=Prenyl protein-specific endoprotease 1; AltName: Full=Zinc metalloproteinase Ste24 homolog	13
Hejnol2009	Tribe1969_0	A1UZL8.1	RecName: Full=Adenine phosphoribosyltransferase; Short=APRT	6
Hejnol2009	Tribe1971_0	Q0P5M9.1	RecName: Full=Major facilitator superfamily domain-containing protein 10; AltName: Full=Tetracycline transporter-like protein	3
Hejnol2009	Tribe1972_0	Q54EY2.1	RecName: Full=Translation initiation factor eIF-2B subunit beta; AltName: Full=eIF-2B GDP-GTP exchange factor subunit beta	15
Hejnol2009	Tribe1983_0	B5DEN9.1	RecName: Full=Vacuolar protein sorting-associated protein 28 homolog	26
Hejnol2009	Tribe1989_0	O94650.1	RecName: Full=Ubiquitin-like modifier hub1	26
Hejnol2009	Tribe1990_0	Q62384.1	RecName: Full=Zinc finger protein ZPR1; AltName: Full=Zinc finger protein 259	10
Hejnol2009	Tribe1991_0	Q04760.4	RecName: Full=Lactoylglutathione lyase; AltName: Full=Aldoketomutase; AltName: Full=Glyoxalase I; Short=Glx I; AltName: Full=Ketone-aldehyde mutase; AltName: Full=Methylglyoxalase; AltName: Full=S-D-lactoylglutathione methylglyoxal lyase	23
Hejnol2009	Tribe2007_0	Q1JQD2.1	RecName: Full=Glutamate-rich WD repeat-containing protein 1	20
Hejnol2009	Tribe2008_0	O75506.1	RecName: Full=Heat shock factor-binding protein 1; AltName: Full=Nasopharyngeal carcinoma-associated antigen 13; Short=NPC-A-13	26
Hejnol2009	Tribe2014_0	Q9CQR4.1	RecName: Full=Acyl-coenzyme A thioesterase 13; Short=Acyl-CoA thioesterase 13; AltName: Full=Thioesterase superfamily member 2	11
Hejnol2009	Tribe2016_0	Q02368.2	RecName: Full=NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7; AltName: Full=Complex I-B18; Short=CI-B18; AltName: Full=NADH-ubiquinone oxidoreductase B18 subunit	7
Hejnol2009	Tribe2017_0	Q16MW6.1	RecName: Full=S-methyl-5'-thioadenosine phosphorylase; AltName: Full=5'-methylthioadenosine phosphorylase; Short=MTA phosphorylase; Short=MTAP; Short=MTAPase	18
Hejnol2009	Tribe2020_0	B0K020.1	RecName: Full=CDGSH iron-sulfur domain-containing protein 1; AltName: Full=MitoNEET	25
Hejnol2009	Tribe2022_0	O75937.2	RecName: Full=DnaJ homolog subfamily C member 8; AltName: Full=Splicing protein spf31	13
Hejnol2009	Tribe2024_0	O43674.1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial; AltName: Full=Complex I-SGDH; Short=CI-SGDH; AltName: Full=NADH-ubiquinone oxidoreductase SGDH subunit; Flags: Precursor	8
Hejnol2009	Tribe2027_0	P00593.2	RecName: Full=Phospholipase A2; AltName: Full=Group IB phospholipase A2; AltName: Full=Phosphatidylcholine 2-acylhydrolase 1B; Flags: Precursor	3
Hejnol2009	Tribe2030_0	Q5F495.1	RecName: Full=MOB-like protein phocein; AltName: Full=Mob1 homolog 3; Short=Mob3; AltName: Full=Mps one binder kinase activator-like 3; AltName: Full=Preimplantation protein 3	27
Hejnol2009	Tribe2032_0	Q9W2D6.1	RecName: Full=Mitochondrial import inner membrane translocase subunit Tim10	26
Hejnol2009	Tribe2033_0	B0BLT0.1	RecName: Full=Zinc finger protein 593	18
Hejnol2009	Tribe2034_0	Q1HPL8.1	RecName: Full=NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	11
Hejnol2009	Tribe2035_0	O35623.1	RecName: Full=BET1 homolog; Short=mBET1; AltName: Full=Golgi vesicular membrane-trafficking protein p18	9
Hejnol2009	Tribe2036_0	B5X3I1.1	RecName: Full=WASH complex subunit 3; AltName: Full=Coiled-coil domain-containing protein 53	6
Hejnol2009	Tribe2037_0	Q1ZXK3.1	RecName: Full=Probable U6 snRNA-associated Sm-like protein LSm3	26
Hejnol2009	Tribe2039_0	P61599.1	RecName: Full=N-alpha-acetyltransferase 20; AltName: Full=Methionine N-acetyltransferase; AltName: Full=N-acetyltransferase 5; AltName: Full=N-terminal acetyltransferase B complex catalytic subunit NAA20; AltName: Full=N-terminal acetyltransferase B complex catalytic subunit NAT5; Short=NatB complex subunit NAT5; AltName: Full=NatB catalytic subunit	25
Hejnol2009	Tribe2041_0	O35394.1	RecName: Full=Prenylated Rab acceptor protein 1; AltName: Full=PRA1 family protein 1	3
Hejnol2009	Tribe2045_0	Q63ZK1.1	RecName: Full=Mitochondrial intermembrane space import and assembly protein 40-B; AltName: Full=Coiled-coil-helix-coiled-coil-helix domain-containing protein 4-B	23
Hejnol2009	Tribe2048_0	O08950.1	RecName: Full=Transcription initiation factor IIA subunit 2; AltName: Full=General transcription factor IIA subunit 2; AltName: Full=Transcription initiation factor IIA gamma chain; Short=TFIIA-gamma	24
Hejnol2009	Tribe2051_0	Q0IHH1.1	RecName: Full=N-alpha-acetyltransferase 30; AltName: Full=N-acetyltransferase 12; AltName: Full=N-acetyltransferase MAK3 homolog; AltName: Full=NatC catalytic subunit	22
Hejnol2009	Tribe2054_0	Q5M9G6.1	RecName: Full=Smad nuclear interacting protein 1	23
Hejnol2009	Tribe2055_0	Q4R347.1	RecName: Full=CCR4-NOT transcription complex subunit 9; AltName: Full=Cell differentiation protein RQCD1 homolog; Short=Rcd-1	29
Hejnol2009	Tribe2059_0	A6NIH7.1	RecName: Full=Protein unc-119 homolog B	21
Hejnol2009	Tribe2066_0	Q642A5.1	RecName: Full=DNA polymerase epsilon subunit 3; AltName: Full=DNA polymerase II subunit 3; AltName: Full=DNA polymerase epsilon subunit p17	22
Hejnol2009	Tribe2077_0	Q28678.2	RecName: Full=Methylosome subunit pICln; AltName: Full=Chloride channel, nucleotide sensitive 1A; AltName: Full=Chloride conductance regulatory protein ICln; Short=I(Cln)	5
Hejnol2009	Tribe2088_0	Q4G009.1	RecName: Full=Malignant T-cell-amplified sequence 1; Short=MCT-1	22
Hejnol2009	Tribe2093_0	Q7KSC4.1	RecName: Full=Mitochondrial pyruvate carrier 1; Short=MPC1	24
Hejnol2009	Tribe2100_0	A4QNF3.1	RecName: Full=Reactive oxygen species modulator 1; Short=ROS modulator 1; AltName: Full=Protein MGR2 homolog	22
Hejnol2009	Tribe2104_0	Q9HBK9.3	RecName: Full=Arsenite methyltransferase; AltName: Full=Methylarsonite methyltransferase; AltName: Full=S-adenosyl-L-methionine:arsenic(III) methyltransferase	6
Hejnol2009	Tribe2105_0	P70122.4	RecName: Full=Ribosome maturation protein SBDS; AltName: Full=Protein 22A3; AltName: Full=Shwachman-Bodian-Diamond syndrome protein homolog	26
Hejnol2009	Tribe2111_0	Q2TBW2.1	RecName: Full=5-demethoxyubiquinone hydroxylase, mitochondrial; Short=DMQ hydroxylase; AltName: Full=Timing protein clk-1 homolog; AltName: Full=Ubiquinone biosynthesis monooxygenase COQ7; Flags: Precursor	19
Hejnol2009	Tribe2113_0	Q5F359.1	RecName: Full=Trafficking protein particle complex subunit 5	18
Hejnol2009	Tribe2116_0	Q7TT45.2	RecName: Full=Ras-related GTP-binding protein D; Short=Rag D; Short=RagD	24
